Player Name,Position,position_rank,Tier,change_last_14,Fp Ranking,Fp Value,One_Constant,Trade Ranking,Trade Value,Value Score
Tre'Quan Smith,WR,79,Tier 4,-1.247562695,205,11.89367228,1,282,8.703596563,-3.19007572
Trey Burton,TE,38,Tier 4,-0.694060163,224,10.67029511,1,283,8.598888481,-2.071406625
Dion Lewis,RB,94,Tier 4,-2.266905837,296,3.429305488,1,284,8.567244895,5.137939407
OJ Howard,TE,16,Tier 4,-4.325691997,129,17.02450725,1,285,8.528308835,-8.496198417
DeAndre Washington,RB,102,Tier 4,-1.78E-15,,,1,286,8.484418256,0
CJ Uzomah,TE,49,Tier 4,-9.367443329,,,1,287,8.461304899,0
Marlon Mack,RB,52,Tier 4,-2.289632283,174,13.72909629,1,288,8.454681424,-5.274414869
Albert Okwuegbunam,TE,35,Tier 4,-1.371249121,209,11.58209619,1,289,8.338845133,-3.243251058
Antonio Gandy-Golden,WR,105,Tier 4,0,267,8.02288894,1,290,8.20371834,0.1808294
Kendrick Bourne,WR,108,Tier 4,1.883996177,274,7.368764515,1,291,8.185285202,0.816520687
David Njoku,TE,25,Tier 4,1.150174808,172,13.78447002,1,292,8.092434201,-5.692035816
Mike Boone,RB,84,Tier 4,0,283,5.950934443,1,293,8.02288894,2.071954497
John Ross,WR,78,Tier 4,0.881493885,200,12.1531304,1,294,7.986351023,-4.16677938
Golden Tate,WR,70,Tier 4,-0.649111751,181,13.19289084,1,295,7.784873351,-5.408017487
Dwayne Haskins,QB,32,Tier 4,-1.78E-15,216,11.01703202,1,296,7.772492253,-3.244539765
Tyler Eifert,TE,46,Tier 4,-2.211730062,281,6.012631981,1,297,7.639789778,1.627157797
Derrius Guice,RB,72,Tier 4,-0.256282051,246,9.437997392,1,298,7.418428613,-2.019568778
Jalen Hurts,QB,34,Tier 4,0.40249525,221,10.9127576,1,299,7.384164879,-3.528592721
Devontae Booker,RB,79,Tier 4,0.348589777,268,7.986351023,1,300,7.368764515,-0.617586507
Jordan Akins,TE,42,Tier 4,-2.072332175,248,9.379363404,1,301,7.334165874,-2.04519753
Justice Hill,RB,67,Tier 4,-0.122788032,227,10.51800208,1,302,7.186820232,-3.331181849
Jordan Wilkins,RB,82,Tier 4,-1.398559154,275,7.334165874,1,303,7.119497033,-0.214668841
Matt Breida,RB,64,Tier 4,-0.884485525,206,11.82290184,1,304,6.982909544,-4.839992299
2022 Round 6,Pick,13,Tier 4,1.594437212,,,1,305,6.919977997,0
Royce Freeman,RB,55,Tier 4,0,180,13.21231099,1,306,6.74685445,-6.465456541
Lamar Miller,RB,103,Tier 4,0,,,1,307,6.671830657,0
Adam Humphries,WR,109,Tier 4,-3.762709554,277,7.119497033,1,308,6.664427492,-0.455069542
Olabisi Johnson,WR,97,Tier 4,-8.88E-16,249,9.310159277,1,309,6.012631981,-3.297527296
Eno Benjamin,RB,62,Tier 4,0.602852163,202,12.02109723,1,310,5.951912831,-6.069184396
Hakeem Butler,TE,43,Tier 4,-8.88E-16,250,9.283661282,1,311,5.950934443,-3.332726839
Devine Ozigbo,RB,104,Tier 4,8.88E-16,,,1,312,5.934471257,0
D'Ernest Johnson,RB,105,Tier 4,-1.898191154,,,1,313,5.933609228,0
Chris Thompson,RB,86,Tier 4,0,285,5.782444492,1,314,5.788031785,0.005587292
Donovan Peoples-Jones,WR,99,Tier 4,3.205002367,254,9.080495658,1,315,5.782444492,-3.298051165
Dan Arnold,TE,50,Tier 4,8.88E-16,,,1,316,5.780265852,0
Darrel Williams,RB,89,Tier 4,1.103977626,290,4.805701532,1,317,5.533906276,0.728204744
Greg Olsen,TE,39,Tier 4,-2.364952632,228,10.44706842,1,318,5.517658472,-4.929409946
Miles Boykin,WR,76,Tier 4,-0.090082594,196,12.26783222,1,319,5.162806033,-7.105026185
Tyrod Taylor,QB,43,Tier 4,0,287,5.517658472,1,320,4.879713432,-0.63794504
Devin Asiasi,TE,31,Tier 4,2.230534419,198,12.18091018,1,321,4.805701532,-7.375208647
Jarrett Stidham,QB,37,Tier 4,0,231,10.34084291,1,322,4.768207125,-5.572635782
Joe Flacco,QB,47,Tier 4,8.88E-16,,,1,323,4.689876968,0
Peyton Barber,RB,88,Tier 4,0,289,4.879713432,1,324,4.596262338,-0.283451093
Ito Smith,RB,91,Tier 4,-8.88E-16,292,4.596262338,1,325,4.570474893,-0.025787445
Jalen Hurd,WR,93,Tier 4,-8.88E-16,240,9.867631772,1,326,4.009937582,-5.857694191
2023 Round 3,Pick,14,Tier 4,-0.203311501,,,1,327,3.627926493,0
Josh Gordon,WR,110,Tier 4,-4.44E-16,280,6.664427492,1,328,3.562359986,-3.102067506
Kaden Smith,TE,51,Tier 4,-0.93181033,,,1,329,3.562059396,0
Darwin Thompson,RB,83,Tier 4,-1.285506382,279,6.74685445,1,330,3.429305488,-3.317548962
Jalen Richard,RB,87,Tier 4,4.44E-16,288,5.162806033,1,331,2.285876081,-2.876929953
Devin Funchess,WR,104,Tier 4,4.44E-16,265,8.185285202,1,332,2.222030373,-5.963254829
Mohamed Sanu,WR,106,Tier 4,-4.44E-16,269,7.784873351,1,333,1.850072099,-5.934801251
